Roll No,Compile Success,Policy Error,exam-tests-0,exam-tests-2,exam-tests-4,exam-tests-5,exam-tests-8,large-100,large-1k,large-10k1k,exam-tests-0-time,exam-tests-2-time,exam-tests-4-time,exam-tests-5-time,exam-tests-8-time,large-100-time,large-1k-time,large-10k1k-time,total
23B1016,FAIL,False,False,False,False,False,False,False,False,False,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0
