Roll No,Compile Success,Policy Error,test0,test1,test2,test3,test4,small-10k,small-100k,small-1m,test0-clocks,test1-clocks,test2-clocks,test3-clocks,test4-clocks,small-10k-clocks,small-100k-clocks,small-1m-clocks,base01,base234,base,long,small-10k-fast,small-100k-fast,small-1m-fast,fast-runs,small,fast,total
23B1016,PASS,False,0,0,0,0,0,0,0,0,,,,,,,,,-1,0,0,0,False,False,False,0,0,False,0
